"表名","字段序号","字段名","标识","主键","类型","占用字节数","长度","小数位数","允许空","默认值","字段说明"
"Takeda_Employee","1","ID","√","√","int","4","10","0","","",""
"","2","LocalName","","","nvarchar","200","100","0","y","",""
"","3","EName","","","nvarchar","400","200","0","y","",""
"","4","FirstName","","","nvarchar","100","50","0","y","",""
"","5","LastName","","","nvarchar","100","50","0","y","",""
"","6","Sex","","","char","1","1","0","y","",""
"","7","AD","","","nvarchar","400","200","0","","",""
"","8","EmployeeID","","","nvarchar","200","100","0","y","",""
"","9","mPosition","","","nvarchar","100","50","0","y","",""
"","10","EmploymentDate","","","datetime","8","23","3","y","",""
"","11","Employee_Status","","","char","1","1","0","","",""
"","12","EntityID","","","nvarchar","100","50","0","y","",""
"","13","VR_DivisionID","","","nvarchar","100","50","0","y","",""
"","14","VR_DepartmentID","","","nvarchar","100","50","0","y","",""
"","15","VR_Sub_DepartmentID","","","nvarchar","100","50","0","y","",""
"","16","VR_BranchID","","","nvarchar","100","50","0","y","",""
"","17","DivisionID","","","nvarchar","100","50","0","y","",""
"","18","DepartmentID","","","nvarchar","100","50","0","y","",""
"","19","Sub_DepartmentID","","","nvarchar","100","50","0","y","",""
"","20","Work_Phone","","","nvarchar","100","50","0","y","",""
"","21","Mobile_Phone","","","nvarchar","100","50","0","y","",""
"","22","Email","","","nvarchar","100","50","0","y","",""
"","23","City","","","nvarchar","100","50","0","y","",""
"","24","Operator","","","nvarchar","100","50","0","y","",""
"","25","InsTime","","","datetime","8","23","3","y","",""
"","26","Birthday","","","datetime","8","23","3","y","",""
"","27","CostCenterCode","","","nvarchar","100","50","0","y","","VGhlIGNvZGUgb2YgY29zdCBjZW50ZXI="
"","28","WBSCode","","","nvarchar","100","50","0","y","","VGhlIGNvZGUgb2YgV0JT"
"","29","EmployeeType","","","nvarchar","40","20","0","y","","VGhlIHR5cGUgb2YgZW1wbG95ZWU="
"","30","InternalOrderNum","","","nvarchar","100","50","0","y","","VGhlIGludGVybmFsIG9yZGVyIG51bWJlcg=="
"","31","HomeBase","","","nvarchar","400","200","0","y","","VGhlIGhvbWUgYmFzZSBvZiBlbXBsb3llZQ=="
"","32","PlateNO","","","nvarchar","20","10","0","y","","VGhlIGNhciBwbGF0ZSBudW1iZXI="
"","33","Vehicle","","","nvarchar","100","50","0","y","","VGhlIHZlaGljbGUgb2YgZW1wbG95ZWU="
"","34","Driver","","","nvarchar","100","50","0","y","","VGhlIGRyaXZlciBvZiB2ZWhpY2xl"
"","35","Area","","","nvarchar","100","50","0","y","","VGhlIGFyZWEgb2YgdmVoaWNsZQ=="
"","36","Territory","","","nvarchar","100","50","0","y","","VGhlIHRlcnJpdG9yeSBvZiB1c2Vy"
"","37","Nationality","","","char","3","3","0","y","",""
"","38","Contactperson","","","char","8","8","0","y","",""
"","39","MainWA","","","char","5","5","0","y","",""
"","40","MainWC","","","char","3","3","0","y","",""
"","41","CompanyCode","","","nvarchar","100","50","0","y","",""
"","42","ODGCode","","","char","2","2","0","y","",""
"","43","pinyin","","","nvarchar","200","100","0","y","",""
"","44","IDCard","","","nvarchar","100","50","0","y","",""
"","45","positioncode","","","char","20","20","0","y","",""
"","46","orgcode5","","","char","20","20","0","y","",""
"","47","orgcode1","","","char","20","20","0","y","",""
"","48","orgcode2","","","char","20","20","0","y","",""
"","49","orgcode3","","","char","20","20","0","y","",""
"","50","orgcode4","","","char","20","20","0","y","",""
"","51","reportto","","","nvarchar","400","200","0","y","",""
"","52","CountryCode","","","varchar","20","20","0","y","","VGhlIGNvZGUgb2YgY291bnRyeQ=="
"","53","OrdNum","","","int","4","10","0","y","","VGhlIG9yZGVyIG51bWJlcg=="
"","54","RecordCreationTime","","","datetime","8","23","3","y","(getdate())","VGhlIHRpbWUgb2YgY3JlYXRlZCB0aGlzIHJlY29yZA=="
"","55","LastUpdateTime","","","datetime","8","23","3","y","","TGFzdCB1cGRhdGUgdGltZQ=="
"","56","RecordStatus","","","varchar","10","10","0","y","","VGhlIHN0YXR1cyBvZiB0aGlzIHJlY29yZC4gMCAtIGRpc2FibGUgMS0gZW5hYmxlIDIgLSBkZWxldGVk"
"","57","CName","","","nvarchar","400","200","0","y","",""
"","58","LevelId","","","int","4","10","0","y","",""
"","59","Reviewer","","","nvarchar","400","200","0","y","",""
"","60","FTECostCenterCode","","","nvarchar","400","200","0","y","",""
"","61","DepartmentName","","","nvarchar","200","100","0","y","",""
"","62","DepartmentType","","","nvarchar","200","100","0","y","",""
"","63","SAPVenderCode","","","nvarchar","100","50","0","y","",""
"","64","BAType","","","nvarchar","100","50","0","y","",""
"","65","FTECostCenterCode1","","","nvarchar","400","200","0","y","",""
"","66","TE_Level","","","nvarchar","400","200","0","y","",""
"Takeda_VR_Department","1","ID","√","√","int","4","10","0","","",""
"","2","VR_DivisionID","","","int","4","10","0","","",""
"","3","VR_Department","","","varchar","200","200","0","","",""
"","4","CountryCode","","","varchar","20","20","0","y","","VGhlIGNvZGUgb2YgY291bnRyeQ=="
"","5","RecordStatus","","","int","4","10","0","","",""
"","6","Status","","","varchar","20","20","0","y","",""
"Takeda_Mng_AcademicTitle","1","id","√","√","int","4","10","0","","",""
"","2","AssessmentLevel","","","nvarchar","100","50","0","y","","6K+E5Lyw562J57qn"
"","3","AcademicID","","","nvarchar","100","50","0","y","","5a2m5pyv6IGM56ewSUQ="
"","4","AcademicName","","","nvarchar","100","50","0","y","","5a2m5pyv6IGM56ew5ZCN56ew"
"","5","LectureFee","","","float","8","53","0","y","","6K6y6K++6LS5"
"","6","AnnualCap","","","float","8","53","0","y","",""
"","7","CreateTime","","","datetime","8","23","3","y","",""
"","8","UpdateTime","","","datetime","8","23","3","y","",""
"","9","Status","","","int","4","10","0","y","","54q25oCBMC7lkK/nlKggMS7mnKrlkK/nlKg="
"Takeda_Mng_HospitalLevel","1","id","√","√","int","4","10","0","","",""
"","2","AcademicID","","","nvarchar","100","50","0","y","",""
"","3","LevelCode","","","nvarchar","100","50","0","y","","562J57qn5Luj56CB"
"","4","LevelName","","","nvarchar","100","50","0","y","","562J57qn5ZCN56ew"
"","5","CreateTime","","","datetime","8","23","3","y","",""
"","6","UpdateTime","","","datetime","8","23","3","y","",""
"","7","Status","","","int","4","10","0","y","","54q25oCB77yIMC7lkK/nlKggMS7mnKrlkK/nlKjvvIk="
"Takeda_Mng_SpeakerVerification","1","id","√","√","int","4","10","0","","",""
"","2","ProductCode","","","nvarchar","100","50","0","y","","5Lqn5ZOBQ29kZQ=="
"","3","ProductName","","","nvarchar","100","50","0","y","","5Lqn5ZOB5ZCN56ew"
"","4","PrimaryVApprover","","","nvarchar","100","50","0","y","","5LiA57qn5qC45p+l5om55YeG5Lq6"
"","5","PrimaryVApproverAD","","","nvarchar","100","50","0","y","","5LiA57qn5qC45p+l5om55YeG5Lq66LSm5Y+3"
"","6","SecondVApprover","","","nvarchar","100","50","0","y","","5LqM57qn5qC45p+l5om55YeG5Lq6"
"","7","SecondVApproverAD","","","nvarchar","100","50","0","y","","5LqM57qn5qC45p+l5om55YeG5Lq66LSm5Y+3"
"","8","OtherApprover","","","nvarchar","100","50","0","y","","56ys5LiJ5pa55qC45p+l5Lq65ZCN56ewL+i0ouWKoeaguOafpeS6uuWQjeensA=="
"","9","OtherApproverAD","","","nvarchar","100","50","0","y","","56ys5LiJ5pa55qC45p+l5Lq6QUQv6LSi5Yqh5qC45p+l5Lq6QUQ="
"","10","CreateTime","","","datetime","8","23","3","y","",""
"","11","UpdateTime","","","datetime","8","23","3","y","",""
"","12","VType","","","int","4","10","0","y","","57G75Z6LMC7moLjmn6XkuroxLuesrOS4ieaWueaguOafpeS6ujIu6LSi5Yqh5a6h5om55Lq6"
"","13","Status","","","int","4","10","0","y","","54q25oCBIDAu5ZCv55SoIDEu5pyq5ZCv55So"
"Takeda_Mng_SpeakerLog","1","id","√","√","int","4","10","0","","",""
"","2","SpeakerName","","","nvarchar","100","50","0","y","",""
"","3","SpeakerIDNumber","","","nvarchar","100","50","0","y","",""
"","4","LogDate","","","datetime","8","23","3","y","",""
"","5","logDesc","","","nvarchar","1000","500","0","y","",""
"","6","flag","","","int","4","10","0","y","",""
"","7","Staus","","","int","4","10","0","y","",""
"Takeda_Mng_Right_Department_Position","1","id","√","√","int","4","10","0","","",""
"","2","RightDepPositon","","","nvarchar","100","50","0","y","",""
"","3","RightID","","","nvarchar","100","50","0","y","",""
"","4","IsDepart","","","int","4","10","0","y","",""
"","5","Status","","","int","4","10","0","y","",""
"","6","ReportType","","","nvarchar","100","50","0","y","",""
"Takeda_Mng_SpeakerEmailLog","1","id","√","√","int","4","10","0","","",""
"","2","SendAD","","","nvarchar","100","50","0","y","",""
"","3","SendName","","","nvarchar","100","50","0","y","",""
"","4","SendMail","","","nvarchar","100","50","0","y","",""
"","5","SpeakerIDNumber","","","nvarchar","100","50","0","y","",""
"","6","SpeakerName","","","nvarchar","100","50","0","y","",""
"","7","SendDate","","","date","3","10","0","y","",""
"","8","SendDesc","","","nvarchar","1000","500","0","y","",""
"","9","IsSend","","","int","4","10","0","y","",""
"Takeda_Biz_Master_History","1","id","","","int","4","10","0","y","",""
"","2","Guid","","","uniqueidentifier","16","16","0","y","",""
"","3","StepGuid","","","uniqueidentifier","16","16","0","y","",""
"","4","Folio","","","nvarchar","100","50","0","y","",""
"","5","ProcInstID","","","int","4","10","0","y","",""
"","6","ApplicantName","","","nvarchar","100","50","0","y","",""
"","7","ApplicantAD","","","nvarchar","100","50","0","y","",""
"","8","ApplicantDate","","","datetime","8","23","3","y","",""
"","9","ApplicantDept","","","nvarchar","100","50","0","y","",""
"","10","Position","","","nvarchar","100","50","0","y","",""
"","11","Phone","","","nvarchar","100","50","0","y","",""
"","12","Email","","","nvarchar","100","50","0","y","",""
"","13","JobNumber","","","nvarchar","100","50","0","y","",""
"","14","Director","","","nvarchar","100","50","0","y","",""
"","15","ProductField","","","nvarchar","100","50","0","y","",""
"","16","Status","","","bit","1","1","0","y","",""
"","17","IsFinished","","","bit","1","1","0","y","",""
"","18","FinishDate","","","datetime","8","23","3","y","",""
"","19","StepName","","","nvarchar","100","50","0","y","",""
"","20","Remark","","","text","16","2147483647","0","y","",""
"","21","OperationDate","","","datetime","8","23","3","y","",""
"","22","EXT01","","","nvarchar","100","50","0","y","",""
"","23","EXT02","","","nvarchar","100","50","0","y","",""
"","24","EXT03","","","nvarchar","100","50","0","y","",""
"Takeda_Mng_SpeakerLog_History","1","id","","","int","4","10","0","y","",""
"","2","SpeakerName","","","nvarchar","100","50","0","y","",""
"","3","SpeakerIDNumber","","","nvarchar","100","50","0","y","",""
"","4","LogDate","","","datetime","8","23","3","y","",""
"","5","logDesc","","","nvarchar","1000","500","0","y","",""
"","6","flag","","","int","4","10","0","y","",""
"","7","Staus","","","int","4","10","0","y","",""
"T_Test","1","id","","","int","4","10","0","y","",""
"","2","SpeakerIDNumber","","","nvarchar","100","50","0","y","",""
"","3","SpeakerName","","","nvarchar","100","50","0","y","",""
"","4","SAPNo","","","nvarchar","100","50","0","y","",""
"Takeda_Mng_RightUser","1","id","√","√","int","4","10","0","","",""
"","2","UserAD","","","nvarchar","100","50","0","y","",""
"","3","UserName","","","nvarchar","100","50","0","y","",""
"","4","CreateTime","","","datetime","8","23","3","y","",""
"","5","UpdateTime","","","datetime","8","23","3","y","",""
"","6","UType","","","int","4","10","0","y","",""
"","7","Status","","","int","4","10","0","y","",""
"Takeda_Mng_OneLevelApproved","1","id","√","√","int","4","10","0","","",""
"","2","RightDept","","","nvarchar","100","50","0","y","","6YOo6ZeoIOi0n+i0o+mihuWfnw=="
"","3","RightUserName","","","nvarchar","100","50","0","y","","5Lq65ZGY5aeT5ZCN"
"","4","RightUserAD","","","nvarchar","100","50","0","y","","5Lq65ZGYQUTotKblj7c="
"","5","RecoedStatus","","","int","4","10","0","y","","54q25oCBIDAu5ZCv55SoIDEg5LiN5ZCv55So"
"Common_FlowNumber","1","Id","","√","nvarchar","100","50","0","","",""
"","2","Format","","","nvarchar","1000","500","0","y","",""
"","3","Data","","","nvarchar","1000","500","0","y","",""
"","4","LastUse","","","datetime","8","23","3","y","",""
"","5","Lock","","","bit","1","1","0","y","",""
"Mng_City","1","N_CITYID","","√","int","4","10","0","","('0')",""
"","2","S_CITYNAME","","","varchar","50","50","0","","",""
"","3","N_PROVID","","","int","4","10","0","","",""
"","4","S_STATE","","","varchar","30","30","0","y","(NULL)",""
